versão=11;
"Tabela de Municípios do IBGE", baixada no site do SPED Fiscal; 
em 14/01/2013, o município de "Presidente Juscelino" (2410306) passou a chamar-se "Serra Caiada";
COD_MUN|NOM_MUN|DT_INI|DT_FIM
2105708|Lago da Pedra|01012009|
2105807|Lago do Junco|01012009|
2105948|Lago dos Rodrigues|01012009|
2105906|Lago Verde|01012009|
2105922|Lagoa do Mato|01012009|
2105963|Lagoa Grande do Maranhão|01012009|
2105989|Lajeado Novo|01012009|
2106003|Lima Campos|01012009|
2106102|Loreto|01012009|
2106201|Luís Domingues|01012009|
2106300|Magalhães de Almeida|01012009|
2106326|Maracaçumé|01012009|
2106359|Marajá do Sena|01012009|
2106375|Maranhãozinho|01012009|
2106409|Mata Roma|01012009|
2106508|Matinha|01012009|
2106607|Matões|01012009|
2106631|Matões do Norte|01012009|
2106672|Milagres do Maranhão|01012009|
2106706|Mirador|01012009|
2106755|Miranda do Norte|01012009|
2106805|Mirinzal|01012009|
2106904|Monção|01012009|
2107001|Montes Altos|01012009|
2107100|Morros|01012009|
2107209|Nina Rodrigues|01012009|
2107258|Nova Colinas|01012009|
2107308|Nova Iorque|01012009|
2107357|Nova Olinda do Maranhão|01012009|
2107407|Olho d'Água das Cunhãs|01012009|
2107456|Olinda Nova do Maranhão|01012009|
2107506|Paço do Lumiar|01012009|
2107605|Palmeirândia|01012009|
2107704|Paraibano|01012009|
2107803|Parnarama|01012009|
2107902|Passagem Franca|01012009|
2108009|Pastos Bons|01012009|
2108058|Paulino Neves|01012009|
2108108|Paulo Ramos|01012009|
2108207|Pedreiras|01012009|
2108256|Pedro do Rosário|01012009|
2108306|Penalva|01012009|
2108405|Peri Mirim|01012009|
2108454|Peritoró|01012009|
2108504|Pindaré-Mirim|01012009|
2108603|Pinheiro|01012009|
2108702|Pio XII|01012009|
2108801|Pirapemas|01012009|
2108900|Poção de Pedras|01012009|
2109007|Porto Franco|01012009|
2109056|Porto Rico do Maranhão|01012009|
2109106|Presidente Dutra|01012009|
2109205|Presidente Juscelino|01012009|
2109239|Presidente Médici|01012009|
2109270|Presidente Sarney|01012009|
2109304|Presidente Vargas|01012009|
2109403|Primeira Cruz|01012009|
2109452|Raposa|01012009|
2109502|Riachão|01012009|
2109551|Ribamar Fiquene|01012009|
2109601|Rosário|01012009|
2109700|Sambaíba|01012009|
2109759|Santa Filomena do Maranhão|01012009|
2109809|Santa Helena|01012009|
2109908|Santa Inês|01012009|
2110005|Santa Luzia|01012009|
2110039|Santa Luzia do Paruá|01012009|
2110104|Santa Quitéria do Maranhão|01012009|
2110203|Santa Rita|01012009|
2110237|Santana do Maranhão|01012009|
2110278|Santo Amaro do Maranhão|01012009|
2110302|Santo Antônio dos Lopes|01012009|
2110401|São Benedito do Rio Preto|01012009|
2110500|São Bento|01012009|
2110609|São Bernardo|01012009|
2110658|São Domingos do Azeitão|01012009|
2110708|São Domingos do Maranhão|01012009|
2110807|São Félix de Balsas|01012009|
2110856|São Francisco do Brejão|01012009|
2110906|São Francisco do Maranhão|01012009|
2111003|São João Batista|01012009|
2111029|São João do Carú|01012009|
2111052|São João do Paraíso|01012009|
2111078|São João do Soter|01012009|
2111102|São João dos Patos|01012009|
2111201|São José de Ribamar|01012009|
2111250|São José dos Basílios|01012009|
2111300|São Luís|01012009|
2111409|São Luís Gonzaga do Maranhão|01012009|
2111508|São Mateus do Maranhão|01012009|
2111532|São Pedro da Água Branca|01012009|
2111573|São Pedro dos Crentes|01012009|
2111607|São Raimundo das Mangabeiras|01012009|
2111631|São Raimundo do Doca Bezerra|01012009|
2111672|São Roberto|01012009|
2111706|São Vicente Ferrer|01012009|
2111722|Satubinha|01012009|
2111748|Senador Alexandre Costa|01012009|
2111763|Senador La Rocque|01012009|
2111789|Serrano do Maranhão|01012009|
2111805|Sítio Novo|01012009|
2111904|Sucupira do Norte|01012009|
2111953|Sucupira do Riachão|01012009|
2112001|Tasso Fragoso|01012009|
2112100|Timbiras|01012009|
2112209|Timon|01012009|
2112233|Trizidela do Vale|01012009|
2112274|Tufilândia|01012009|
2112308|Tuntum|01012009|
2112407|Turiaçu|01012009|
2112456|Turilândia|01012009|
2112506|Tutóia|01012009|
2112605|Urbano Santos|01012009|
2112704|Vargem Grande|01012009|
2112803|Viana|01012009|
2112852|Vila Nova dos Martírios|01012009|
2112902|Vitória do Mearim|01012009|
2113009|Vitorino Freire|01012009|
2114007|Zé Doca|01012009|
2200053|Acauã|01012009|
2200103|Agricolândia|01012009|
2200202|Água Branca|01012009|
2200251|Alagoinha do Piauí|01012009|
2200277|Alegrete do Piauí|01012009|
2200301|Alto Longá|01012009|
2200400|Altos|01012009|
2200459|Alvorada do Gurguéia|01012009|
2200509|Amarante|01012009|
2200608|Angical do Piauí|01012009|
2200707|Anísio de Abreu|01012009|
2200806|Antônio Almeida|01012009|
2200905|Aroazes|01012009|
2200954|Aroeiras do Itaim|01012009|
2201002|Arraial|01012009|
2201051|Assunção do Piauí|01012009|
2201101|Avelino Lopes|01012009|
2201150|Baixa Grande do Ribeiro|01012009|
2201176|Barra D'Alcântara|01012009|
2201200|Barras|01012009|
2201309|Barreiras do Piauí|01012009|
2201408|Barro Duro|01012009|
2201507|Batalha|01012009|
2201556|Bela Vista do Piauí|01012009|
2201572|Belém do Piauí|01012009|
2201606|Beneditinos|01012009|
2201705|Bertolínia|01012009|
2201739|Betânia do Piauí|01012009|
2201770|Boa Hora|01012009|
2201804|Bocaina|01012009|
2201903|Bom Jesus|01012009|
2201919|Bom Princípio do Piauí|01012009|
2201929|Bonfim do Piauí|01012009|
2201945|Boqueirão do Piauí|01012009|
2201960|Brasileira|01012009|
2201988|Brejo do Piauí|01012009|
2202000|Buriti dos Lopes|01012009|
2202026|Buriti dos Montes|01012009|
2202059|Cabeceiras do Piauí|01012009|
2202075|Cajazeiras do Piauí|01012009|
2202083|Cajueiro da Praia|01012009|
2202091|Caldeirão Grande do Piauí|01012009|
2202109|Campinas do Piauí|01012009|
2202117|Campo Alegre do Fidalgo|01012009|
2202133|Campo Grande do Piauí|01012009|
2202174|Campo Largo do Piauí|01012009|
2202208|Campo Maior|01012009|
2202251|Canavieira|01012009|
2202307|Canto do Buriti|01012009|
2202406|Capitão de Campos|01012009|
2202455|Capitão Gervásio Oliveira|01012009|
2202505|Caracol|01012009|
2202539|Caraúbas do Piauí|01012009|
2202554|Caridade do Piauí|01012009|
2202604|Castelo do Piauí|01012009|
2202653|Caxingó|01012009|
2202703|Cocal|01012009|
2202711|Cocal de Telha|01012009|
2202729|Cocal dos Alves|01012009|
2202737|Coivaras|01012009|
2202752|Colônia do Gurguéia|01012009|
2202778|Colônia do Piauí|01012009|
2202802|Conceição do Canindé|01012009|
2202851|Coronel José Dias|01012009|
2202901|Corrente|01012009|
2203008|Cristalândia do Piauí|01012009|
2203107|Cristino Castro|01012009|
2203206|Curimatá|01012009|
2203230|Currais|01012009|
2203271|Curral Novo do Piauí|01012009|
2203255|Curralinhos|01012009|
2203305|Demerval Lobão|01012009|
2203354|Dirceu Arcoverde|01012009|
2203404|Dom Expedito Lopes|01012009|
2203453|Dom Inocêncio|01012009|
2203420|Domingos Mourão|01012009|
2203503|Elesbão Veloso|01012009|
2203602|Eliseu Martins|01012009|
2203701|Esperantina|01012009|
2203750|Fartura do Piauí|01012009|
2203800|Flores do Piauí|01012009|
2203859|Floresta do Piauí|01012009|
2203909|Floriano|01012009|
2204006|Francinópolis|01012009|
2204105|Francisco Ayres|01012009|
2204154|Francisco Macedo|01012009|
2204204|Francisco Santos|01012009|
2204303|Fronteiras|01012009|
2204352|Geminiano|01012009|
2204402|Gilbués|01012009|
2204501|Guadalupe|01012009|
2204550|Guaribas|01012009|
2204600|Hugo Napoleão|01012009|
2204659|Ilha Grande|01012009|
2204709|Inhuma|01012009|
2204808|Ipiranga do Piauí|01012009|
2204907|Isaías Coelho|01012009|
2205003|Itainópolis|01012009|
2205102|Itaueira|01012009|
2205151|Jacobina do Piauí|01012009|
2205201|Jaicós|01012009|
2205250|Jardim do Mulato|01012009|
2205276|Jatobá do Piauí|01012009|
2205300|Jerumenha|01012009|
2205359|João Costa|01012009|
2205409|Joaquim Pires|01012009|
2205458|Joca Marques|01012009|
2205508|José de Freitas|01012009|
2205516|Juazeiro do Piauí|01012009|
2205524|Júlio Borges|01012009|
2205532|Jurema|01012009|
2205557|Lagoa Alegre|01012009|
2205573|Lagoa de São Francisco|01012009|
2205565|Lagoa do Barro do Piauí|01012009|
2205581|Lagoa do Piauí|01012009|
2205599|Lagoa do Sítio|01012009|
2205540|Lagoinha do Piauí|01012009|
2205607|Landri Sales|01012009|
2205706|Luís Correia|01012009|
2205805|Luzilândia|01012009|
2205854|Madeiro|01012009|
2205904|Manoel Emídio|01012009|
2205953|Marcolândia|01012009|
2206001|Marcos Parente|01012009|
2206050|Massapê do Piauí|01012009|
2206100|Matias Olímpio|01012009|
2206209|Miguel Alves|01012009|
2206308|Miguel Leão|01012009|
2206357|Milton Brandão|01012009|
2206407|Monsenhor Gil|01012009|
2206506|Monsenhor Hipólito|01012009|
2206605|Monte Alegre do Piauí|01012009|
2206654|Morro Cabeça no Tempo|01012009|
2206670|Morro do Chapéu do Piauí|01012009|
2206696|Murici dos Portelas|01012009|
2206704|Nazaré do Piauí|01012009|
2206753|Nossa Senhora de Nazaré|01012009|
2206803|Nossa Senhora dos Remédios|01012009|
2207959|Nova Santa Rita|01012009|
2206902|Novo Oriente do Piauí|01012009|
2206951|Novo Santo Antônio|01012009|
2207009|Oeiras|01012009|
2207108|Olho D'Água do Piauí|01012009|
2207207|Padre Marcos|01012009|
2207306|Paes Landim|01012009|
2207355|Pajeú do Piauí|01012009|
2207405|Palmeira do Piauí|01012009|
2207504|Palmeirais|01012009|
2207553|Paquetá|01012009|
2207603|Parnaguá|01012009|
2207702|Parnaíba|01012009|
2207751|Passagem Franca do Piauí|01012009|
2207777|Patos do Piauí|01012009|
2207793|Pau D'Arco do Piauí|01012009|
2207801|Paulistana|01012009|
2207850|Pavussu|01012009|
2207900|Pedro II|01012009|
2207934|Pedro Laurentino|01012009|
2208007|Picos|01012009|
2208106|Pimenteiras|01012009|
2208205|Pio IX|01012009|
2208304|Piracuruca|01012009|
2208403|Piripiri|01012009|
2208502|Porto|01012009|
2208551|Porto Alegre do Piauí|01012009|
2208601|Prata do Piauí|01012009|
2208650|Queimada Nova|01012009|
2208700|Redenção do Gurguéia|01012009|
2208809|Regeneração|01012009|
2208858|Riacho Frio|01012009|
2208874|Ribeira do Piauí|01012009|
2208908|Ribeiro Gonçalves|01012009|
2209005|Rio Grande do Piauí|01012009|
2209104|Santa Cruz do Piauí|01012009|
2209153|Santa Cruz dos Milagres|01012009|
2209203|Santa Filomena|01012009|
2209302|Santa Luz|01012009|
2209377|Santa Rosa do Piauí|01012009|
2209351|Santana do Piauí|01012009|
2209401|Santo Antônio de Lisboa|01012009|
2209450|Santo Antônio dos Milagres|01012009|
2209500|Santo Inácio do Piauí|01012009|
2209559|São Braz do Piauí|01012009|
2209609|São Félix do Piauí|01012009|
2209658|São Francisco de Assis do Piauí|01012009|
2209708|São Francisco do Piauí|01012009|
2209757|São Gonçalo do Gurguéia|01012009|
2209807|São Gonçalo do Piauí|01012009|
2209856|São João da Canabrava|01012009|
2209872|São João da Fronteira|01012009|
2209906|São João da Serra|01012009|
2209955|São João da Varjota|01012009|
2209971|São João do Arraial|01012009|
2210003|São João do Piauí|01012009|
2210052|São José do Divino|01012009|
2210102|São José do Peixe|01012009|
2210201|São José do Piauí|01012009|
2210300|São Julião|01012009|
2210359|São Lourenço do Piauí|01012009|
2210375|São Luis do Piauí|01012009|
2210383|São Miguel da Baixa Grande|01012009|
2210391|São Miguel do Fidalgo|01012009|
2210409|São Miguel do Tapuio|01012009|
2210508|São Pedro do Piauí|01012009|
2210607|São Raimundo Nonato|01012009|
2210623|Sebastião Barros|01012009|
2210631|Sebastião Leal|01012009|
2210656|Sigefredo Pacheco|01012009|
2210706|Simões|01012009|
2210805|Simplício Mendes|01012009|
2210904|Socorro do Piauí|01012009|
2210938|Sussuapara|01012009|
2210953|Tamboril do Piauí|01012009|
2210979|Tanque do Piauí|01012009|
2211001|Teresina|01012009|
2211100|União|01012009|
2211209|Uruçuí|01012009|
2211308|Valença do Piauí|01012009|
2211357|Várzea Branca|01012009|
2211407|Várzea Grande|01012009|
2211506|Vera Mendes|01012009|
2211605|Vila Nova do Piauí|01012009|
2211704|Wall Ferraz|01012009|
2500106|Água Branca|01012009|
2500205|Aguiar|01012009|
2500304|Alagoa Grande|01012009|
2500403|Alagoa Nova|01012009|
2500502|Alagoinha|01012009|
2500536|Alcantil|01012009|
2500577|Algodão de Jandaíra|01012009|
2500601|Alhandra|01012009|
2500734|Amparo|01012009|
2500775|Aparecida|01012009|
2500809|Araçagi|01012009|
2500908|Arara|01012009|
2501005|Araruna|01012009|
2501104|Areia|01012009|
2501153|Areia de Baraúnas|01012009|
2501203|Areial|01012009|
2501302|Aroeiras|01012009|
2501351|Assunção|01012009|
2501401|Baía da Traição|01012009|
2501500|Bananeiras|01012009|
2501534|Baraúna|01012009|
2501609|Barra de Santa Rosa|01012009|
2501575|Barra de Santana|01012009|
2501708|Barra de São Miguel|01012009|
2501807|Bayeux|01012009|
2501906|Belém|01012009|
2502003|Belém do Brejo do Cruz|01012009|
2502052|Bernardino Batista|01012009|
2502102|Boa Ventura|01012009|
2502151|Boa Vista|01012009|
2502201|Bom Jesus|01012009|
2502300|Bom Sucesso|01012009|
2502409|Bonito de Santa Fé|01012009|
2502508|Boqueirão|01012009|
2502706|Borborema|01012009|
2502805|Brejo do Cruz|01012009|
2502904|Brejo dos Santos|01012009|
2503001|Caaporã|01012009|
2503100|Cabaceiras|01012009|
2503209|Cabedelo|01012009|
2503308|Cachoeira dos Índios|01012009|
2503407|Cacimba de Areia|01012009|
2503506|Cacimba de Dentro|01012009|
2503555|Cacimbas|01012009|
2503605|Caiçara|01012009|
2503704|Cajazeiras|01012009|
2503753|Cajazeirinhas|01012009|
2503803|Caldas Brandão|01012009|
2503902|Camalaú|01012009|
2504009|Campina Grande|01012009|
2516409|Campo de Santana|01012009|
2504033|Capim|01012009|
2504074|Caraúbas|01012009|
2504108|Carrapateira|01012009|
2504157|Casserengue|01012009|
2504207|Catingueira|01012009|
2504306|Catolé do Rocha|01012009|
2504355|Caturité|01012009|
2504405|Conceição|01012009|
2504504|Condado|01012009|
2504603|Conde|01012009|
2504702|Congo|01012009|
2504801|Coremas|01012009|
2504850|Coxixola|01012009|
2504900|Cruz do Espírito Santo|01012009|
2505006|Cubati|01012009|
2505105|Cuité|01012009|
2505238|Cuité de Mamanguape|01012009|
2505204|Cuitegi|01012009|
2505279|Curral de Cima|01012009|
2505303|Curral Velho|01012009|
2505352|Damião|01012009|
2505402|Desterro|01012009|
2505600|Diamante|01012009|
2505709|Dona Inês|01012009|
2505808|Duas Estradas|01012009|
2505907|Emas|01012009|
2506004|Esperança|01012009|
2506103|Fagundes|01012009|
2506202|Frei Martinho|01012009|
2506251|Gado Bravo|01012009|
2506301|Guarabira|01012009|
2506400|Gurinhém|01012009|
2506509|Gurjão|01012009|
2506608|Ibiara|01012009|
2502607|Igaracy|01012009|
2506707|Imaculada|01012009|
2506806|Ingá|01012009|
2506905|Itabaiana|01012009|
2507002|Itaporanga|01012009|
2507101|Itapororoca|01012009|
2507200|Itatuba|01012009|
2507309|Jacaraú|01012009|
2507408|Jericó|01012009|
2507507|João Pessoa|01012009|
2507606|Juarez Távora|01012009|
2507705|Juazeirinho|01012009|
2507804|Junco do Seridó|01012009|
2507903|Juripiranga|01012009|
2508000|Juru|01012009|
2508109|Lagoa|01012009|
2508208|Lagoa de Dentro|01012009|
2508307|Lagoa Seca|01012009|
2508406|Lastro|01012009|
2508505|Livramento|01012009|
2508554|Logradouro|01012009|
2508604|Lucena|01012009|
2508703|Mãe d'Água|01012009|
2508802|Malta|01012009|
2508901|Mamanguape|01012009|
2509008|Manaíra|01012009|
2509057|Marcação|01012009|
2509107|Mari|01012009|
2509156|Marizópolis|01012009|
2509206|Massaranduba|01012009|
2509305|Mataraca|01012009|
2509339|Matinhas|01012009|
2509370|Mato Grosso|01012009|
2509396|Maturéia|01012009|
2509404|Mogeiro|01012009|
2509503|Montadas|01012009|
2509602|Monte Horebe|01012009|
2509701|Monteiro|01012009|
2509800|Mulungu|01012009|
2509909|Natuba|01012009|
2510006|Nazarezinho|01012009|
2510105|Nova Floresta|01012009|
2510204|Nova Olinda|01012009|
2510303|Nova Palmeira|01012009|
2510402|Olho d'Água|01012009|
2510501|Olivedos|01012009|
2510600|Ouro Velho|01012009|
2510659|Parari|01012009|
2510709|Passagem|01012009|
2510808|Patos|01012009|
2510907|Paulista|01012009|
2511004|Pedra Branca|01012009|
2511103|Pedra Lavrada|01012009|
2511202|Pedras de Fogo|01012009|
2512721|Pedro Régis|01012009|
2511301|Piancó|01012009|
2511400|Picuí|01012009|
2511509|Pilar|01012009|
2511608|Pilões|01012009|
2511707|Pilõezinhos|01012009|
2511806|Pirpirituba|01012009|
2511905|Pitimbu|01012009|
2512002|Pocinhos|01012009|
2512036|Poço Dantas|01012009|
2512077|Poço de José de Moura|01012009|
2512101|Pombal|01012009|
2512200|Prata|01012009|
2512309|Princesa Isabel|01012009|
2512408|Puxinanã|01012009|
2512507|Queimadas|01012009|
2512606|Quixabá|01012009|
2512705|Remígio|01012009|
2512747|Riachão|01012009|
2512754|Riachão do Bacamarte|01012009|
2512762|Riachão do Poço|01012009|
2512788|Riacho de Santo Antônio|01012009|
2512804|Riacho dos Cavalos|01012009|
2512903|Rio Tinto|01012009|
2513000|Salgadinho|01012009|
2513109|Salgado de São Félix|01012009|
2513158|Santa Cecília|01012009|
2513208|Santa Cruz|01012009|
2513307|Santa Helena|01012009|
2513356|Santa Inês|01012009|
2513406|Santa Luzia|01012009|
2513703|Santa Rita|01012009|
2513802|Santa Teresinha|01012009|
2513505|Santana de Mangueira|01012009|
2513604|Santana dos Garrotes|01012009|
2513653|Santarém|01012009|
2513851|Santo André|01012009|
2513927|São Bentinho|01012009|
2513901|São Bento|01012009|
2513968|São Domingos de Pombal|01012009|
2513943|São Domingos do Cariri|01012009|
2513984|São Francisco|01012009|
2514008|São João do Cariri|01012009|
2500700|São João do Rio do Peixe|01012009|
2514107|São João do Tigre|01012009|
2514206|São José da Lagoa Tapada|01012009|
2514305|São José de Caiana|01012009|
2514404|São José de Espinharas|01012009|
2514503|São José de Piranhas|01012009|
2514552|São José de Princesa|01012009|
2514602|São José do Bonfim|01012009|
2514651|São José do Brejo do Cruz|01012009|
2514701|São José do Sabugi|01012009|
2514800|São José dos Cordeiros|01012009|
2514453|São José dos Ramos|01012009|
2514909|São Mamede|01012009|
2515005|São Miguel de Taipu|01012009|
2515104|São Sebastião de Lagoa de Roça|01012009|
2515203|São Sebastião do Umbuzeiro|01012009|
2515302|Sapé|01012009|
2515401|Seridó|01012009|
2515500|Serra Branca|01012009|
2515609|Serra da Raiz|01012009|
2515708|Serra Grande|01012009|
2515807|Serra Redonda|01012009|
2515906|Serraria|01012009|
2515930|Sertãozinho|01012009|
2515971|Sobrado|01012009|
2516003|Solânea|01012009|
2516102|Soledade|01012009|
2516151|Sossêgo|01012009|
2516201|Sousa|01012009|
2516300|Sumé|01012009|
2516508|Taperoá|01012009|
2516607|Tavares|01012009|
2516706|Teixeira|01012009|
2516755|Tenório|01012009|
2516805|Triunfo|01012009|
2516904|Uiraúna|01012009|
2517001|Umbuzeiro|01012009|
2517100|Várzea|01012009|
2517209|Vieirópolis|01012009|
2505501|Vista Serrana|01012009|
2517407|Zabelê|01012009|
5200050|Abadia de Goiás|01012009|
5200100|Abadiânia|01012009|
5200134|Acreúna|01012009|
5200159|Adelândia|01012009|
5200175|Água Fria de Goiás|01012009|
5200209|Água Limpa|01012009|
5200258|Águas Lindas de Goiás|01012009|
5200308|Alexânia|01012009|
5200506|Aloândia|01012009|
5200555|Alto Horizonte|01012009|
5200605|Alto Paraíso de Goiás|01012009|
5200803|Alvorada do Norte|01012009|
5200829|Amaralina|01012009|
5200852|Americano do Brasil|01012009|
5200902|Amorinópolis|01012009|
5201108|Anápolis|01012009|
5201207|Anhanguera|01012009|
5201306|Anicuns|01012009|
5201405|Aparecida de Goiânia|01012009|
5201454|Aparecida do Rio Doce|01012009|
5201504|Aporé|01012009|
5201603|Araçu|01012009|
5201702|Aragarças|01012009|
5201801|Aragoiânia|01012009|
5202155|Araguapaz|01012009|
5202353|Arenópolis|01012009|
5202502|Aruanã|01012009|
5202601|Aurilândia|01012009|
5202809|Avelinópolis|01012009|
5203104|Baliza|01012009|
5203203|Barro Alto|01012009|
5203302|Bela Vista de Goiás|01012009|
5203401|Bom Jardim de Goiás|01012009|
5203500|Bom Jesus de Goiás|01012009|
5203559|Bonfinópolis|01012009|
5203575|Bonópolis|01012009|
5203609|Brazabrantes|01012009|
5203807|Britânia|01012009|
5203906|Buriti Alegre|01012009|
5203939|Buriti de Goiás|01012009|
5203962|Buritinópolis|01012009|
5204003|Cabeceiras|01012009|
5204102|Cachoeira Alta|01012009|
5204201|Cachoeira de Goiás|01012009|
5204250|Cachoeira Dourada|01012009|
5204300|Caçu|01012009|
5204409|Caiapônia|01012009|
5204508|Caldas Novas|01012009|
5204557|Caldazinha|01012009|
5204607|Campestre de Goiás|01012009|
5204656|Campinaçu|01012009|
5204706|Campinorte|01012009|
5204805|Campo Alegre de Goiás|01012009|
5204854|Campo Limpo de Goiás|01012009|
5204904|Campos Belos|01012009|
5204953|Campos Verdes|01012009|
5205000|Carmo do Rio Verde|01012009|
5205059|Castelândia|01012009|
5205109|Catalão|01012009|
5205208|Caturaí|01012009|
5205307|Cavalcante|01012009|
5205406|Ceres|01012009|
5205455|Cezarina|01012009|
5205471|Chapadão do Céu|01012009|
5205497|Cidade Ocidental|01012009|
5205513|Cocalzinho de Goiás|01012009|
5205521|Colinas do Sul|01012009|
5205703|Córrego do Ouro|01012009|
5205802|Corumbá de Goiás|01012009|
5205901|Corumbaíba|01012009|
5206206|Cristalina|01012009|
5206305|Cristianópolis|01012009|
5206404|Crixás|01012009|
5206503|Cromínia|01012009|
5206602|Cumari|01012009|
5206701|Damianópolis|01012009|
5206800|Damolândia|01012009|
5206909|Davinópolis|01012009|
5207105|Diorama|01012009|
5208301|Divinópolis de Goiás|01012009|
5207253|Doverlândia|01012009|
5207352|Edealina|01012009|
5207402|Edéia|01012009|
5207501|Estrela do Norte|01012009|
5207535|Faina|01012009|
5207600|Fazenda Nova|01012009|
5207808|Firminópolis|01012009|
5207907|Flores de Goiás|01012009|
5208004|Formosa|01012009|
5208103|Formoso|01012009|
5208152|Gameleira de Goiás|01012009|
5208400|Goianápolis|01012009|
5208509|Goiandira|01012009|
5208608|Goianésia|01012009|
5208707|Goiânia|01012009|
5208806|Goianira|01012009|
5208905|Goiás|01012009|
5209101|Goiatuba|01012009|
5209150|Gouvelândia|01012009|
5209200|Guapó|01012009|
5209291|Guaraíta|01012009|
5209408|Guarani de Goiás|01012009|
5209457|Guarinos|01012009|
5209606|Heitoraí|01012009|
5209705|Hidrolândia|01012009|
5209804|Hidrolina|01012009|
5209903|Iaciara|01012009|
5209937|Inaciolândia|01012009|
5209952|Indiara|01012009|
5210000|Inhumas|01012009|
5210109|Ipameri|01012009|
5210158|Ipiranga de Goiás|01012009|
5210208|Iporá|01012009|
5210307|Israelândia|01012009|
5210406|Itaberaí|01012009|
5210562|Itaguari|01012009|
5210604|Itaguaru|01012009|
5210802|Itajá|01012009|
5210901|Itapaci|01012009|
5211008|Itapirapuã|01012009|
5211206|Itapuranga|01012009|
5211305|Itarumã|01012009|
5211404|Itauçu|01012009|
5211503|Itumbiara|01012009|
5211602|Ivolândia|01012009|
5211701|Jandaia|01012009|
5211800|Jaraguá|01012009|
5211909|Jataí|01012009|
5212006|Jaupaci|01012009|
5212055|Jesúpolis|01012009|
5212105|Joviânia|01012009|
5212204|Jussara|01012009|
5212253|Lagoa Santa|01012009|
5212303|Leopoldo de Bulhões|01012009|
5212501|Luziânia|01012009|
5212600|Mairipotaba|01012009|
5212709|Mambaí|01012009|
5212808|Mara Rosa|01012009|
5212907|Marzagão|01012009|
5212956|Matrinchã|01012009|
5213004|Maurilândia|01012009|
5213053|Mimoso de Goiás|01012009|
5213087|Minaçu|01012009|
5213103|Mineiros|01012009|
5213400|Moiporá|01012009|
5213509|Monte Alegre de Goiás|01012009|
5213707|Montes Claros de Goiás|01012009|
5213756|Montividiu|01012009|
5213772|Montividiu do Norte|01012009|
5213806|Morrinhos|01012009|
5213855|Morro Agudo de Goiás|01012009|
5213905|Mossâmedes|01012009|
5214002|Mozarlândia|01012009|
5214051|Mundo Novo|01012009|
5214101|Mutunópolis|01012009|
5214408|Nazário|01012009|
5214507|Nerópolis|01012009|
5214606|Niquelândia|01012009|
5214705|Nova América|01012009|
5214804|Nova Aurora|01012009|
5214838|Nova Crixás|01012009|
5214861|Nova Glória|01012009|
5214879|Nova Iguaçu de Goiás|01012009|
5214903|Nova Roma|01012009|
5215009|Nova Veneza|01012009|
5215207|Novo Brasil|01012009|
5215231|Novo Gama|01012009|
5215256|Novo Planalto|01012009|
5215306|Orizona|01012009|
5215405|Ouro Verde de Goiás|01012009|
5215504|Ouvidor|01012009|
5215603|Padre Bernardo|01012009|
5215652|Palestina de Goiás|01012009|
5215702|Palmeiras de Goiás|01012009|
5215801|Palmelo|01012009|
5215900|Palminópolis|01012009|
5216007|Panamá|01012009|
5216304|Paranaiguara|01012009|
5216403|Paraúna|01012009|
5216452|Perolândia|01012009|
5216809|Petrolina de Goiás|01012009|
5216908|Pilar de Goiás|01012009|
5217104|Piracanjuba|01012009|
5217203|Piranhas|01012009|
5217302|Pirenópolis|01012009|
5217401|Pires do Rio|01012009|
5217609|Planaltina|01012009|
5217708|Pontalina|01012009|
5218003|Porangatu|01012009|
5218052|Porteirão|01012009|
5218102|Portelândia|01012009|
5218300|Posse|01012009|
5218391|Professor Jamil|01012009|
5218508|Quirinópolis|01012009|
5218607|Rialma|01012009|
5218706|Rianápolis|01012009|
5218789|Rio Quente|01012009|
5218805|Rio Verde|01012009|
5218904|Rubiataba|01012009|
5219001|Sanclerlândia|01012009|
5219100|Santa Bárbara de Goiás|01012009|
5219209|Santa Cruz de Goiás|01012009|
5219258|Santa Fé de Goiás|01012009|
5219308|Santa Helena de Goiás|01012009|
5219357|Santa Isabel|01012009|
5219407|Santa Rita do Araguaia|01012009|
5219456|Santa Rita do Novo Destino|01012009|
5219506|Santa Rosa de Goiás|01012009|
5219605|Santa Tereza de Goiás|01012009|
5219704|Santa Terezinha de Goiás|01012009|
5219712|Santo Antônio da Barra|01012009|
5219738|Santo Antônio de Goiás|01012009|
5219753|Santo Antônio do Descoberto|01012009|
5219803|São Domingos|01012009|
5219902|São Francisco de Goiás|01012009|
5220058|São João da Paraúna|01012009|
5220009|São João d'Aliança|01012009|
5220108|São Luís de Montes Belos|01012009|
5220157|São Luíz do Norte|01012009|
5220207|São Miguel do Araguaia|01012009|
5220264|São Miguel do Passa Quatro|01012009|
5220280|São Patrício|01012009|
5220405|São Simão|01012009|
5220454|Senador Canedo|01012009|
5220504|Serranópolis|01012009|
5220603|Silvânia|01012009|
5220686|Simolândia|01012009|
5220702|Sítio d'Abadia|01012009|
5221007|Taquaral de Goiás|01012009|
5221080|Teresina de Goiás|01012009|
5221197|Terezópolis de Goiás|01012009|
5221304|Três Ranchos|01012009|
5221403|Trindade|01012009|
5221452|Trombas|01012009|
5221502|Turvânia|01012009|
5221551|Turvelândia|01012009|
5221577|Uirapuru|01012009|
5221601|Uruaçu|01012009|
5221700|Uruana|01012009|
